country,date,owid-total_deaths_per_million
ABW,2020-03-13,0.0
ABW,2020-03-20,0.0
ABW,2020-03-24,0.0
ABW,2020-03-25,0.0
ABW,2020-03-26,0.0
ABW,2020-03-27,0.0
ABW,2020-03-28,0.0
ABW,2020-03-29,0.0
ABW,2020-03-30,0.0
ABW,2020-04-01,0.0
ABW,2020-04-02,0.0
ABW,2020-04-03,0.0
ABW,2020-04-04,0.0
ABW,2020-04-05,0.0
ABW,2020-04-06,0.0
ABW,2020-04-07,0.0
ABW,2020-04-08,0.0
ABW,2020-04-09,0.0
ABW,2020-04-10,0.0
ABW,2020-04-11,0.0
ABW,2020-04-12,0.0
ABW,2020-04-13,0.0
ABW,2020-04-14,0.0
ABW,2020-04-15,0.0
ABW,2020-04-16,9.366
ABW,2020-04-17,9.366
ABW,2020-04-18,18.733
ABW,2020-04-19,18.733
ABW,2020-04-20,18.733
ABW,2020-04-21,18.733
ABW,2020-04-22,18.733
ABW,2020-04-23,18.733
ABW,2020-04-24,18.733
ABW,2020-04-25,18.733
ABW,2020-04-26,18.733
ABW,2020-04-27,18.733
ABW,2020-04-28,18.733
ABW,2020-04-29,18.733
ABW,2020-04-30,18.733
ABW,2020-05-01,18.733
ABW,2020-05-02,18.733
ABW,2020-05-03,18.733
ABW,2020-05-04,18.733
ABW,2020-05-05,18.733
ABW,2020-05-06,18.733
ABW,2020-05-07,18.733
ABW,2020-05-08,28.099
ABW,2020-05-09,28.099
ABW,2020-05-10,28.099
ABW,2020-05-11,28.099
ABW,2020-05-12,28.099
ABW,2020-05-13,28.099
ABW,2020-05-14,28.099
ABW,2020-05-15,28.099
ABW,2020-05-16,28.099
ABW,2020-05-17,28.099
ABW,2020-05-18,28.099
ABW,2020-05-19,28.099
ABW,2020-05-20,28.099
ABW,2020-05-21,28.099
ABW,2020-05-22,28.099
ABW,2020-05-23,28.099
ABW,2020-05-24,28.099
ABW,2020-05-25,28.099
ABW,2020-05-26,28.099
ABW,2020-05-27,28.099
ABW,2020-05-28,28.099
ABW,2020-05-29,28.099
ABW,2020-05-30,28.099
ABW,2020-05-31,28.099
ABW,2020-06-01,28.099
ABW,2020-06-02,28.099
ABW,2020-06-03,28.099
ABW,2020-06-04,28.099
ABW,2020-06-05,28.099
ABW,2020-06-06,28.099
ABW,2020-06-07,28.099
ABW,2020-06-08,28.099
ABW,2020-06-09,28.099
ABW,2020-06-10,28.099
ABW,2020-06-11,28.099
ABW,2020-06-12,28.099
ABW,2020-06-13,28.099
ABW,2020-06-14,28.099
ABW,2020-06-15,28.099
ABW,2020-06-16,28.099
ABW,2020-06-17,28.099
ABW,2020-06-18,28.099
ABW,2020-06-19,28.099
ABW,2020-06-20,28.099
ABW,2020-06-21,28.099
ABW,2020-06-22,28.099
ABW,2020-06-23,28.099
ABW,2020-06-24,28.099
ABW,2020-06-25,28.099
ABW,2020-06-26,28.099
ABW,2020-06-27,28.099
ABW,2020-06-28,28.099
ABW,2020-06-29,28.099
ABW,2020-06-30,28.099
ABW,2020-07-01,28.099
ABW,2020-07-02,28.099
ABW,2020-07-03,28.099
ABW,2020-07-04,28.099
ABW,2020-07-05,28.099
ABW,2020-07-06,28.099
ABW,2020-07-07,28.099
ABW,2020-07-08,28.099
ABW,2020-07-09,28.099
ABW,2020-07-10,28.099
ABW,2020-07-11,28.099
ABW,2020-07-12,28.099
ABW,2020-07-13,28.099
ABW,2020-07-14,28.099
ABW,2020-07-15,28.099
ABW,2020-07-16,28.099
ABW,2020-07-17,28.099
ABW,2020-07-18,28.099
ABW,2020-07-19,28.099
ABW,2020-07-20,28.099
ABW,2020-07-21,28.099
ABW,2020-07-22,28.099
ABW,2020-07-23,28.099
ABW,2020-07-24,28.099
ABW,2020-07-25,28.099
ABW,2020-07-26,28.099
AFG,2019-12-31,0.0
AFG,2020-01-01,0.0
AFG,2020-01-02,0.0
AFG,2020-01-03,0.0
AFG,2020-01-04,0.0
AFG,2020-01-05,0.0
AFG,2020-01-06,0.0
AFG,2020-01-07,0.0
AFG,2020-01-08,0.0
AFG,2020-01-09,0.0
AFG,2020-01-10,0.0
AFG,2020-01-11,0.0
AFG,2020-01-12,0.0
AFG,2020-01-13,0.0
AFG,2020-01-14,0.0
AFG,2020-01-15,0.0
AFG,2020-01-16,0.0
AFG,2020-01-17,0.0
AFG,2020-01-18,0.0
AFG,2020-01-19,0.0
AFG,2020-01-20,0.0
AFG,2020-01-21,0.0
AFG,2020-01-22,0.0
AFG,2020-01-23,0.0
AFG,2020-01-24,0.0
AFG,2020-01-25,0.0
AFG,2020-01-26,0.0
AFG,2020-01-27,0.0
AFG,2020-01-28,0.0
AFG,2020-01-29,0.0
AFG,2020-01-30,0.0
AFG,2020-01-31,0.0
AFG,2020-02-01,0.0
AFG,2020-02-02,0.0
AFG,2020-02-03,0.0
AFG,2020-02-04,0.0
AFG,2020-02-05,0.0
AFG,2020-02-06,0.0
AFG,2020-02-07,0.0
AFG,2020-02-08,0.0
AFG,2020-02-09,0.0
AFG,2020-02-10,0.0
AFG,2020-02-11,0.0
AFG,2020-02-12,0.0
AFG,2020-02-13,0.0
AFG,2020-02-14,0.0
AFG,2020-02-15,0.0
AFG,2020-02-16,0.0
AFG,2020-02-17,0.0
AFG,2020-02-18,0.0
AFG,2020-02-19,0.0
AFG,2020-02-20,0.0
AFG,2020-02-21,0.0
AFG,2020-02-22,0.0
AFG,2020-02-23,0.0
AFG,2020-02-24,0.0
AFG,2020-02-25,0.0
AFG,2020-02-26,0.0
AFG,2020-02-27,0.0
AFG,2020-02-28,0.0
AFG,2020-02-29,0.0
AFG,2020-03-01,0.0
AFG,2020-03-02,0.0
AFG,2020-03-08,0.0
AFG,2020-03-11,0.0
AFG,2020-03-15,0.0
AFG,2020-03-16,0.0
AFG,2020-03-17,0.0
AFG,2020-03-18,0.0
AFG,2020-03-19,0.0
AFG,2020-03-20,0.0
AFG,2020-03-21,0.0
AFG,2020-03-22,0.0
AFG,2020-03-23,0.0
AFG,2020-03-24,0.026000000000000002
AFG,2020-03-25,0.026000000000000002
AFG,2020-03-26,0.026000000000000002
AFG,2020-03-27,0.026000000000000002
AFG,2020-03-28,0.051
AFG,2020-03-29,0.077
AFG,2020-03-30,0.10300000000000001
AFG,2020-03-31,0.10300000000000001
AFG,2020-04-01,0.10300000000000001
AFG,2020-04-02,0.10300000000000001
AFG,2020-04-03,0.10300000000000001
AFG,2020-04-04,0.10300000000000001
AFG,2020-04-05,0.128
AFG,2020-04-06,0.18
AFG,2020-04-07,0.18
AFG,2020-04-08,0.28300000000000003
AFG,2020-04-09,0.36
AFG,2020-04-10,0.385
AFG,2020-04-11,0.385
AFG,2020-04-12,0.462
AFG,2020-04-13,0.462
AFG,2020-04-14,0.539
AFG,2020-04-15,0.591
AFG,2020-04-16,0.642
AFG,2020-04-17,0.745
AFG,2020-04-18,0.7709999999999999
AFG,2020-04-19,0.7709999999999999
AFG,2020-04-20,0.848
AFG,2020-04-21,0.899
AFG,2020-04-22,0.925
AFG,2020-04-23,1.028
AFG,2020-04-24,1.079
AFG,2020-04-25,1.105
AFG,2020-04-26,1.207
AFG,2020-04-27,1.464
AFG,2020-04-28,1.464
AFG,2020-04-29,1.541
AFG,2020-04-30,1.541
AFG,2020-05-01,1.6440000000000001
AFG,2020-05-02,1.7469999999999999
AFG,2020-05-03,1.85
AFG,2020-05-04,2.1830000000000003
AFG,2020-05-05,2.312
AFG,2020-05-06,2.44
AFG,2020-05-07,2.6719999999999997
AFG,2020-05-08,2.7230000000000003
AFG,2020-05-09,2.8
AFG,2020-05-10,2.9539999999999997
AFG,2020-05-11,3.083
AFG,2020-05-12,3.134
AFG,2020-05-13,3.262
AFG,2020-05-14,3.339
AFG,2020-05-15,3.4939999999999998
AFG,2020-05-16,4.316
AFG,2020-05-17,4.316
AFG,2020-05-18,4.341
AFG,2020-05-19,4.444
AFG,2020-05-20,4.573
AFG,2020-05-21,4.803999999999999
AFG,2020-05-22,4.958
AFG,2020-05-23,5.266
AFG,2020-05-24,5.5489999999999995
AFG,2020-05-25,5.6
AFG,2020-05-26,5.626
AFG,2020-05-27,5.651
AFG,2020-05-28,5.831
AFG,2020-05-29,6.037000000000001
AFG,2020-05-30,6.319
AFG,2020-05-31,6.396
AFG,2020-06-01,6.602
AFG,2020-06-02,6.807
AFG,2020-06-03,6.936
AFG,2020-06-04,7.5520000000000005
AFG,2020-06-05,7.706
AFG,2020-06-06,7.938
AFG,2020-06-07,8.4
AFG,2020-06-08,9.171
AFG,2020-06-09,9.479
AFG,2020-06-10,9.863999999999999
AFG,2020-06-11,10.404000000000002
AFG,2020-06-12,10.943
AFG,2020-06-13,11.457
AFG,2020-06-14,11.585
AFG,2020-06-15,12.099
AFG,2020-06-16,12.279000000000002
AFG,2020-06-17,12.613
AFG,2020-06-18,12.947000000000001
AFG,2020-06-19,14.026
AFG,2020-06-20,14.077
AFG,2020-06-21,14.617
AFG,2020-06-22,14.925
AFG,2020-06-23,15.362
AFG,2020-06-24,15.875
AFG,2020-06-25,16.415
AFG,2020-06-26,17.34
AFG,2020-06-27,17.545
AFG,2020-06-28,18.059
AFG,2020-06-29,18.521
AFG,2020-06-30,18.829
AFG,2020-07-01,19.163
AFG,2020-07-02,19.883
AFG,2020-07-03,20.73
AFG,2020-07-04,21.039
AFG,2020-07-05,21.218000000000004
AFG,2020-07-06,22.195
AFG,2020-07-07,23.633000000000003
AFG,2020-07-08,24.044
AFG,2020-07-09,24.07
AFG,2020-07-10,24.584
AFG,2020-07-11,25.534000000000002
AFG,2020-07-12,25.945
AFG,2020-07-13,25.945
AFG,2020-07-14,25.996
AFG,2020-07-15,26.844
AFG,2020-07-16,28.103
AFG,2020-07-17,28.642
AFG,2020-07-18,29.464000000000002
AFG,2020-07-19,29.901
AFG,2020-07-20,30.338
